Gene_ID	Gene_Name	zygote	cleavage_2-cell	blastula_128-cell	blastula_1k-cell	blastula_dome	gastrula_50%-epiboly	gastrula_shield	gastrula_75%-epiboly	segmentation_1-4_somites	segmentation_14-19_somites	segmentation_20-25_somites	pharyngula_prim-5	pharyngula_prim-15	pharyngula_prim-25	hatching_long-pec	larval_protruding_mouth	larval_day_4	larval_day_5
ENSDARG00000098141	supt3h	100	87	63	61	61	65	59	38	27	27	35	27	16	14	12	13	14	15
ENSDARG00000098142	CR391944.1	5	13	27	27	20	20	19	15	6	4	2	3	2	1	1	1		2
ENSDARG00000098143	si:dkey-57l19.1						2	0.7								0.7			
ENSDARG00000098147	ENSDARG00000098147								3								5	5	7
ENSDARG00000098149	uts2d												3	3	1	3	4	1	
ENSDARG00000098152	CR925797.1									0.4									
ENSDARG00000098153	lhfpl2b					0.5	12	21	44	37	29	27	29	29	16	20	17	12	8
ENSDARG00000098158	cpxm1b									0.9	1	3	4	4	6	6	11	11	11
ENSDARG00000098161	cntn4	5	5	7	7	3	1	0.5	0.5	1	0.6	1	1	2	4	4	8	8	8
ENSDARG00000098162	zgc:77748														0.6	2	61	92	48
ENSDARG00000098164	aipl2					0.5	1	0.4								0.5	11	8	7
ENSDARG00000098167	si:dkey-176f19.4																	0.2	0.8
ENSDARG00000098168	ENSDARG00000098168	3			3		3												
ENSDARG00000098170	ENSDARG00000098170					11	16	17	13	7	5	5	4	3	1	0.7	0.4	0.3	0.4
ENSDARG00000098171	zgc:162193			0.3	0.1	0.3	0.4	0.9	4	7	4	5	7	8	5	7	4	5	3
ENSDARG00000098174	ENSDARG00000098174	5	6	7	7	9	8	5	7	10	7	12	11	12	13	8	11	10	13
ENSDARG00000098175	dgkab	26	19	2	3	2		0.5	0.6	1	0.6	0.9					2	3	1
ENSDARG00000098176	si:rp71-1h20.5		0.3	1	2	4	7	7	7	7	6	5	3	4	4	4	4	4	5
ENSDARG00000098177	si:dkey-28i19.3																	0.2	0.1
ENSDARG00000098179	si:dkeyp-86c4.1															0.3	0.3	0.4	0.4
ENSDARG00000098180	ENSDARG00000098180			0.5	0.8	5	5	4	5	5	4	4	3	4	4	4	3	4	5
ENSDARG00000098181	zgc:113184								0.2	3	4	5	5	5	4	4	4	3	3
ENSDARG00000098184	BX663612.2	0.6	1		0.5														
ENSDARG00000098186	ENSDARG00000098186	9	19	14	16	15	9	8	10	16	19	20	25	25	22	29	30	35	33
ENSDARG00000098189	si:dkey-16p6.1								0.3						0.4				0.3
ENSDARG00000098190	ENSDARG00000098190				2	11	3	1				0.9							
ENSDARG00000098191	si:dkey-16l2.20					0.6	23	49	49	11	16	26	26	26	20	26	24	23	18
ENSDARG00000098192	ENSDARG00000098192			0.8		6	12	9	7	4	3	3	2	2	2	1	0.9	1	0.7
ENSDARG00000098193	znf998					0.5	1	0.4	0.4	0.5	0.4	0.5							
ENSDARG00000098194	SLC39A11	76	73	13	12	9	5	1	1	14	14	17	21	18	12	11	8	11	7
ENSDARG00000098196	znf1077					2	4	3	3	3	3	2	0.9	0.6	1	0.4	0.8	0.5	0.4
ENSDARG00000098199	BX928743.1					6													
ENSDARG00000098201	mtmr3	7	13	23	26	7	1	2	2	3	2	3	3	4	4	4	5	6	6
ENSDARG00000098204	CU984600.2					0.1				0.1		0.1	0.1	0.1	0.1		0.2	0.2	0.3
ENSDARG00000098206	ptrh1	10	45	51	79	26	7	7	10	20	15	21	12	9	11	6	5	4	3
ENSDARG00000098208	fn3krp	3	10	8	10	9	6	5	4	3	1	2	2	1	1	2	2	3	4
ENSDARG00000098209	si:ch211-199b20.3	39	35	19	10	3	2	4	7	3	2	3	3	2	2	2	2	3	3
ENSDARG00000098211	wrn	3	4	15	16	9	2	2	2	5	3	4	4	3	3	2	2	3	2
ENSDARG00000098213	BX465836.1					11	7	3	5	3	5	3	2	2	1	0.8			0.9
ENSDARG00000098214	ENSDARG00000098214		2	0.7	0.7					1	0.5	2	1	2	3	2	3	6	5
ENSDARG00000098215	BICD2	4	7	14	15	14	11	10	7	29	27	33	30	35	52	40	32	29	25
ENSDARG00000098221	st8sia1	0.1			0.1	13	6	8	13	23	25	24	21	22	25	23	13	11	10
ENSDARG00000098222	ENSDARG00000098222	0.9	23	12	11	5	2	1	3	12	8	9	17	15	14	10	12	9	10
ENSDARG00000098223	AL773558.1					0.7	2	4	4	2	2	2	2	1	1	1	1	1	2
ENSDARG00000098224	tlcd4b	4	4	2	3	3	4	4	9	21	14	24	28	25	24	24	31	46	42
ENSDARG00000098226	smpd3						0.2				1	2	3	3	6	7	10	9	8
ENSDARG00000098228	thrap3b	24	35	81	90	133	229	301	282	182	115	95	71	56	57	41	34	35	32
ENSDARG00000098230	BX649416.1			2	2	6	11	10	11	4	3	3	2	2	2	2	1	2	2
ENSDARG00000098231	hhex					4	23	44	30	13	13	18	15	11	7	6	4	3	6
ENSDARG00000098233	tiam2b	0.1	1	1	2	3	14	10	2	4	8	11	12	16	17	7	4	3	3
ENSDARG00000098235	actr5	2	6	70	69	55	27	31	38	20	16	17	11	8	11	8	6	5	5
ENSDARG00000098236	zgc:174698						0.8	2	2	0.7									
ENSDARG00000098237	fbn2b					0.2	1	5	20	66	48	66	60	45	31	35	42	36	20
ENSDARG00000098239	zgc:85932	1	2	3	4	3	3	2	0.7	0.6	2	3	10	11	7	15	19	23	25
ENSDARG00000098240	meis2a								0.5	27	49	68	74	76	113	159	142	104	97
ENSDARG00000098241	ENSDARG00000098241	0.8	1	6	3	7	3	2	3	6	7	9	6	4	3	3	1	3	2
ENSDARG00000098242	brcc3	0.7	2	7	12	8	7	8	12	16	14	15	11	11	12	12	13	15	15
ENSDARG00000098244	CR388206.1					1													
ENSDARG00000098245	cidea																3	3	2
ENSDARG00000098247	det1	275	166	173	138	36	16	15	17	11	9	10	7	7	7	6	6	5	3
ENSDARG00000098248	ENSDARG00000098248			7	4	10	12	14	14	11	5	5	4	5	4	3	3	1	2
ENSDARG00000098249	asmt						1		1	1	0.5	1	0.7	1	1	2	6	5	6
ENSDARG00000098250	ENSDARG00000098250	3	7	10	12	16	58	70	108	179	207	204	266	308	324	359	482	424	299
ENSDARG00000098252	cpne9	0.5	2	4	5	0.8	0.4										1	2	2
ENSDARG00000098253	ENSDARG00000098253												0.7	2	2	4	3	3	4
ENSDARG00000098256	si:ch73-329n5.6																	0.5	
ENSDARG00000098257	pcdh15a	0.6	1	2	2	0.6	0.4	0.4	0.1	0.7	0.4	0.9	1	1	1	0.9	1	3	4
ENSDARG00000098258	ENSDARG00000098258			0.2		0.3	0.5	0.8	3	3	3	5	4	5	10	11	26	29	34
ENSDARG00000098261	ENSDARG00000098261	9	11	47	36	21	6	4	0.8	2	2	4	3	2	3	3	4	4	3
ENSDARG00000098263	CU929294.1																3	2	1
ENSDARG00000098265	ENSDARG00000098265			0.2	0.4	2	3	3	2	1	1	1	0.6	0.7	0.8	0.5	0.3	0.4	0.4
ENSDARG00000098268	ENSDARG00000098268														1				
ENSDARG00000098269	ENSDARG00000098269				0.7	0.7											4	4	6
ENSDARG00000098270	znf1053			0.6	0.6	20	42	33	26	12	9	6	5	4	2	2	2	0.5	0.6
ENSDARG00000098271	ENSDARG00000098271						7	6	3									1	0.6
ENSDARG00000098272	nipbla	2	3	20	22	13	17	20	24	20	18	18	18	18	21	16	14	15	16
ENSDARG00000098273	zbtb14	310	301	282	243	179	75	68	54	35	32	29	24	24	29	19	19	19	16
ENSDARG00000098278	ENSDARG00000098278			0.3	0.4	0.1	0.1			0.1	0.2						0.4	1	2
ENSDARG00000098279	si:zfos-451d2.2																0.3		0.2
ENSDARG00000098280	rbm5	4	4	32	27	34	75	73	67	64	57	60	34	41	57	45	37	55	70
ENSDARG00000098281	si:dkey-237m9.1					4	7	6	5	2	1	0.8	1	1					
ENSDARG00000098284	ctxn1	0.6	3	14	14	3													0.9
ENSDARG00000098286	CU695232.1	20	25	31	24	25	11	3	2	3	3	3	4	4	4	4	5	6	6
ENSDARG00000098288	tax1bp1a	3	9	37	35	31	19	11	2	6	3	4	4	3	4	5	8	9	9
ENSDARG00000098289	vstm2l	11	10	11	18	12	4	5	0.3				0.4	1	0.9	1	2	0.9	1
ENSDARG00000098290	unc80			0.7							0.2			0.2	0.8	0.8	2	3	4
ENSDARG00000098291	trpc3						0.4					0.3		0.3	0.8	0.4	1	2	1
ENSDARG00000098293	si:dkey-27i16.2					22	69	63	36	7	3	2	3	5	7	5	6	11	9
ENSDARG00000098294	col5a3a	0.5	1	3	2	2	1	0.1		4	25	43	23	13	9	3	1	1	0.9
ENSDARG00000098295	efna3b				0.3				2	10	8	12	10	10	10	8	6	6	6
ENSDARG00000098296	gnsb	51	55	55	53	26	43	56	55	22	9	10	8	6	4	3	4	9	9
ENSDARG00000098297	ENSDARG00000098297		0.5	2	2	4	2	2	3	5	5	6	10	11	6	10	11	11	11
ENSDARG00000098299	ENSDARG00000098299	33	48	54	60	43	24	16	22	23	18	18	11	9	12	6	8	11	11
ENSDARG00000098300	CU928205.1	2		1	4														
ENSDARG00000098301	ENSDARG00000098301														2	4	2	4	4
ENSDARG00000098302	ENSDARG00000098302					28	16	13	7	3	2	2	3	0.6	1	0.7	0.7		
ENSDARG00000098304	taok1b	7	11	34	41	15	3	0.9	1	7	7	8	6	6	7	6	13	18	23
ENSDARG00000098306	ENSDARG00000098306									0.1									
ENSDARG00000098308	CR936540.1			1	1	1	1	0.9		2	2	2	2	3	4	4	6	8	7
ENSDARG00000098311	si:zfos-932h1.3	1	2	14	10	17	16	19	21	16	15	14	11	10	13	10	7	8	15
ENSDARG00000098312	scarb2a	7	9	31	27	20	41	59	61	68	71	98	77	64	43	44	50	54	36
ENSDARG00000098313	nadka		2	9	11	10	27	42	45	18	13	14	13	15	5	10	5	5	4
ENSDARG00000098315	cyp1a	0.6	0.8	0.3	0.4					0.3	2	6	6	6	7	3	8	23	25
ENSDARG00000098316	BX908386.1					0.8	3	5	4	2	3	0.7	0.1	0.2	0.1				
ENSDARG00000098317	dync1li1	25	29	65	64	24	5	4	6	22	24	28	29	30	42	45	48	41	38
ENSDARG00000098320	grm1b																0.6	1	2
ENSDARG00000098323	ENSDARG00000098323							0.1	0.1	0.1	0.1					0.1			
ENSDARG00000098324	si:cabz01054394.6	0.4	0.5	2	4	4	6	6	4	5	5	4	4	4	3	4	3	2	3
ENSDARG00000098326	CU280645.1	1	2	8	7	2	0.6												
ENSDARG00000098327	ENSDARG00000098327	44	31	9	4	2	0.3	0.2	0.5	0.6	0.8	1	2	1	1	1	2	3	3
ENSDARG00000098330	spef2						0.1			0.4	0.3	0.8	0.7	0.8	0.6	0.9	1	1	0.9
ENSDARG00000098332	ENSDARG00000098332					3	11	14	18	31	25	33	12	10	15	6	4	4	2
ENSDARG00000098334	exosc3	3	3	16	16	13	24	23	28	34	31	27	14	8	11	7	6	7	7
ENSDARG00000098335	BX537137.2							1			1								
ENSDARG00000098338	si:ch73-340n8.4	5	7	18	23	8	12	12	16	17	15	12	12	9	7	7	7	7	5
ENSDARG00000098344	rab18b	82	125	139	136	96	47	28	24	33	26	29	26	24	20	23	36	37	35
ENSDARG00000098345	mamdc2a										0.3			0.6	0.4	1	6	8	5
ENSDARG00000098348	znf326	43	59	124	131	107	20	5	0.8		0.4	1	2	2	2	3	6	6	6
ENSDARG00000098349	hdac4	4	9	18	16	7	2	0.8	0.2	1	1	2	2	2	2	3	4	4	5
ENSDARG00000098350	mxd3	276	199	96	91	35	26	30	20	19	22	25	32	37	43	36	25	20	18
ENSDARG00000098354	ENSDARG00000098354			0.8	0.9	3	0.8	1	2	1	0.7		0.6			0.7			
ENSDARG00000098355	atp5pd	80	46	51	44	19	34	52	86	253	343	365	399	439	491	452	598	638	493
ENSDARG00000098357	si:ch211-229l10.4																0.3	0.2	0.3
ENSDARG00000098359	il17rd	65	86	135	124	72	61	73	65	99	65	42	28	21	18	15	15	13	12
ENSDARG00000098360	cyp19a1b															0.1	0.3	0.4	0.3
ENSDARG00000098361	nudcd3	4	8	42	41	64	123	181	188	98	87	82	64	57	58	49	47	53	53
ENSDARG00000098362	ENSDARG00000098362		0.6	5	3	2	2	3	4	1	2	2	2	1	2	1	2	2	2
ENSDARG00000098363	BX901957.1									7	9	10	9	9	8	10	9	9	7
ENSDARG00000098364	ENSDARG00000098364	18	12	2	3	1				0.4	0.4	0.5					3	2	2
ENSDARG00000098365	lrrc74b									0.6	0.5	3	3	1	1	1	1	1	0.7
ENSDARG00000098367	srp54	194	172	199	192	213	237	250	181	129	105	115	105	89	88	71	76	69	54
ENSDARG00000098368	aplp1						0.2	0.2	0.3	2	2	6	11	23	44	58	85	94	97
ENSDARG00000098369	si:dkey-165o8.1																		0.3
ENSDARG00000098371	ENSDARG00000098371					0.9	0.3	0.6	0.7										
ENSDARG00000098372	ENSDARG00000098372	1					2		2	2	0.9	0.6	2	1	2	1	1	1	0.7
ENSDARG00000098374	FLNB	17	17	31	33	13	7	3	2	5	4	5	8	9	5	8	11	16	13
ENSDARG00000098375	polr1a	10	18	35	37	16	12	15	33	46	30	34	24	13	11	8	9	11	15
ENSDARG00000098376	si:ch211-207l14.1									1		0.6	0.4	0.5		0.5	24	18	22
ENSDARG00000098377	tnfrsf11b		0.7	2	0.9	0.8	3	7	7	2	1	1	2	2	3	3	3	4	5
ENSDARG00000098378	CU694197.1	43	98	51	72	76	86	63	54	41	49	42	36	33	36	34	31	29	18
ENSDARG00000098379	C7H4orf54												0.3	1	1	1	2	3	2
ENSDARG00000098380	ENSDARG00000098380										1	6	11	23	45	69	249	306	334
ENSDARG00000098384	ENSDARG00000098384				0.1	3	2	1	1	0.4	0.4	0.7	0.1	0.1	0.2	0.1	0.3	0.5	0.5
ENSDARG00000098386	ctps1b	53	44	38	37	18	5	2	1	3	3	5	7	6	3	4	8	17	33
ENSDARG00000098387	tmem176l.3a	0.8	0.4		0.5	2	7	11	14	9	7	13	11	10	8	9	10	15	15
ENSDARG00000098389	znf1015		0.2	2	3	2	2	2	3	3	3	3	2	2	1	1	1	1	1
ENSDARG00000098390	si:ch211-76m11.8					1	2	2	2	2	1	2	2	1	2	2	2	2	3
ENSDARG00000098391	psmg3	31	57	32	26	15	17	17	30	39	45	48	35	39	38	40	29	30	34
ENSDARG00000098392	ly6pge									1	0.8	1	0.4	0.4	1	15	91	71	49
ENSDARG00000098395	CU929451.2											1	1	3	43	31	6	4	8
ENSDARG00000098396	ENSDARG00000098396																	2	
ENSDARG00000098397	FP016106.1			0.5		0.5	0.6	0.5	0.7	1	1	1	1	1	0.6	0.4	1	1	1
ENSDARG00000098398	CABZ01079480.1	3	4	2	3	4	5	3	0.7	0.3	0.5			0.4	0.7	0.6	0.8	2	4
ENSDARG00000098401	fam136a		2	7	11	13	43	59	67	110	97	97	65	63	55	53	64	36	23
ENSDARG00000098403	CR925723.1						2	2	7	5	4	6	2		2				
ENSDARG00000098405	map3k1	65	104	93	54	43	20	8	4	10	12	14	16	11	12	9	9	9	9
ENSDARG00000098406	si:dkey-22a18.2						0.1		0.8	0.7	0.2	0.4	0.6	1	0.7	0.3	0.2	0.5	1
ENSDARG00000098408	stbd1						9	19	31	6	0.8	3	9	9	1	3	3	6	4
ENSDARG00000098410	si:dkey-19b23.10																	0.1	0.3
ENSDARG00000098414	ninl	32	46	174	149	110	32	36	51	35	21	19	11	9	9	7	9	10	7
ENSDARG00000098415	CT956093.1							2	12	37	48	69	69	44	38	27	29	20	24
ENSDARG00000098417	ENSDARG00000098417	2	6	6	4	5	3	2						1	3	5	7	9	6
ENSDARG00000098418	ENSDARG00000098418	1	5	16	18	7	4	2								2	2	2	2
ENSDARG00000098420	SNTA1			0.5		0.5		0.9		2	1	3	4	4	3	3	5	6	7
ENSDARG00000098422	ENSDARG00000098422									0.4	0.8	0.7	0.3	0.7	0.5	0.4	0.4	1	2
ENSDARG00000098424	CABZ01079241.1	10	22	26	16	19	29	38	39	21	14	18	10	10	11	9	7	8	8
ENSDARG00000098426	si:dkey-56m15.8					1	2	3	3	1	1								
ENSDARG00000098428	asic1c		0.5	2	0.6							0.8	0.6	1	2	2	3	3	2
ENSDARG00000098430	znf1078					1	1	0.6	2	0.8	0.8	0.5	0.4						
ENSDARG00000098431	comp	0.2		0.7	0.3	0.3	0.5	0.3	0.2	2	19	42	42	21	11	9	11	15	12
ENSDARG00000098432	paf1	24	39	112	117	140	151	138	108	81	73	67	51	44	57	39	29	25	23
ENSDARG00000098433	utp6	52	67	176	157	161	136	124	104	98	70	70	49	35	32	21	23	20	21
ENSDARG00000098435	BX005003.1	3	2	3	2	0.6	0.6	0.6		1	0.5	0.6							
ENSDARG00000098438	slc6a6b	4	10	35	33	22	3				1	5	6	4	4	2	10	18	26
ENSDARG00000098439	nr1h3	4	7	22	26	14	2	3	6	9	8	10	10	10	13	13	14	15	18
ENSDARG00000098440	si:ch211-62a1.4					8	6	2	5	0.8			0.8						
ENSDARG00000098441	nars2	1	2	7	8	4		0.4	2	3	2	4	4	5	5	3	6	5	4
ENSDARG00000098443	zfand6	197	181	215	168	66	47	60	72	48	41	52	46	35	34	32	32	24	24
ENSDARG00000098444	si:dkey-3h2.4					0.3													0.3
ENSDARG00000098445	si:ch211-1o7.2		2	0.9	1														
ENSDARG00000098447	ENSDARG00000098447			0.9	1	24	28	27	23	12	11	9	8	7	4	3	3	2	2
ENSDARG00000098451	tlcd4a	8	23	37	41	28	6	2	1	3	4	11	8	11	14	14	19	27	27
ENSDARG00000098452	si:dkey-151g22.1																0.3	0.3	0.3
ENSDARG00000098453	pank4	6	23	84	88	71	43	19	10	7	9	13	15	16	16	13	15	17	14
ENSDARG00000098455	ENSDARG00000098455	0.4	1	0.5	2	1	0.9				0.4			1	0.9	3	8	9	10
ENSDARG00000098458	ENSDARG00000098458	136	125	76	113	159	458	458	706	1794	2763	2322	2478	2780	2659	2652	2021	2162	2448
ENSDARG00000098461	si:dkey-11f4.14						0.7	0.5		0.5			0.9	0.8	1	1	1	2	2
ENSDARG00000098462	CU570782.1			1	1		1	0.9		2	4	3			3	0.9	1		1
ENSDARG00000098463	gig2g									2	2								
ENSDARG00000098464	ENSDARG00000098464					6	12	9	6	4	3	3	2	2	2	1	0.9	0.9	0.6
ENSDARG00000098465	si:ch73-366l1.5	11	11	41	34	35	30	30	16	6	3	3	8	43	102	161	171	166	158
ENSDARG00000098466	ube2a	89	89	84	103	119	87	60	51	71	66	68	69	66	75	73	81	67	49
ENSDARG00000098469	ENSDARG00000098469			0.4	0.9	7	12	12	11	7	7	5	6	4	5	3	2	3	2
ENSDARG00000098472	ENSDARG00000098472																1	3	2
ENSDARG00000098474	ENSDARG00000098474	244	229	151	130	101	71	62	52	47	57	56	58	52	52	49	40	39	32
ENSDARG00000098475	arr3b	2	1	1	0.4	1	2	1	1	5	0.8	0.3	0.2	0.3	0.5	0.4	156	64	68
ENSDARG00000098476	ENSDARG00000098476							0.9				0.7	5	9	7	29	40	29	15
ENSDARG00000098477	tec	1	2	3	4	5	2	2	3	4	5	5	5	4	2	3	4	7	9
ENSDARG00000098478	FO704758.1						3	6	14	5	3		4					9	18
ENSDARG00000098481	anxa1d						0.6	1	4	11	9	13	24	22	10	16	9	9	8
ENSDARG00000098482	CR792424.1	2	2	1	1	1													
ENSDARG00000098483	CABZ01022569.1				3			6	3	5									
ENSDARG00000098486	tollip	93	82	89	85	46	46	38	29	17	16	18	16	15	16	18	30	34	29
ENSDARG00000098488	ENSDARG00000098488								2	4	6	7	9	9	12	11	13	15	14
ENSDARG00000098491	BX682557.1																	0.9	
ENSDARG00000098495	ENSDARG00000098495			3	3										3				3
ENSDARG00000098497	hrasa	3	2	10	16	14	6	2	1	4	5	8	9	11	15	23	15	16	15
ENSDARG00000098499	ENSDARG00000098499									2									
ENSDARG00000098501	ENSDARG00000098501					14	15	15	4		1	1							
ENSDARG00000098503	ENSDARG00000098503	2	2	33	26	17	5	1		2	2	3	6	3	3	5	8	6	6
ENSDARG00000098507	lyar	77	88	79	74	105	219	297	369	262	240	180	123	60	69	37	32	30	39
ENSDARG00000098508	ENSDARG00000098508															0.8	0.9	0.8	
ENSDARG00000098509	BX005286.1														1			1	
ENSDARG00000098510	zgc:174650						1												
ENSDARG00000098511	ntrk2b									0.7	0.5			0.4	0.8	2	3	4	4
ENSDARG00000098512	si:ch73-215f7.1										3	2	3	9	37	16	7	6	3
ENSDARG00000098514	si:ch211-59d8.3									0.6	0.6	0.7	2	3	0.6	2	2	4	3
ENSDARG00000098515	si:dkey-16p6.1							0.1		0.1						0.1	0.3	0.8	1
ENSDARG00000098518	ENSDARG00000098518	299	128	141	181	163	114	104	84	45	42	47	38	31	31	35	21	25	26
ENSDARG00000098520	ENSDARG00000098520	1	1	7	10	1	3	3	6	6	5	6	6	9	9	8	12	13	9
ENSDARG00000098523	ENSDARG00000098523	0.7	1	4	4	3	2									0.7	3	5	5
ENSDARG00000098525	CU856358.1				3														
ENSDARG00000098526	gpr75			0.3						1	2	2	3	4	8	12	17	15	17
ENSDARG00000098528	rtn4rl1b											0.6	0.3	0.3	1	2	7	8	9
ENSDARG00000098529	ccne2		0.4	4	4	115	319	316	164	106	78	70	81	64	53	30	15	12	10
ENSDARG00000098530	si:dkey-106c17.2				0.1	6	5	6	6	7	7	6	4	4	5	4	4	4	4
ENSDARG00000098531	ENSDARG00000098531		0.9		1			2	1	4	2	5	3	5	6	4	7	9	10
ENSDARG00000098534	CU570791.2						12			6									
ENSDARG00000098535	BX004823.1								1	5	2	2	1	0.9	2	0.9			
ENSDARG00000098536	si:dkey-25i10.1					37	6	5	2										
ENSDARG00000098537	spata22	8	4	4	4	1	0.9	0.3	0.3	0.6	0.3	0.7	0.1	0.4		0.1		0.2	0.1
ENSDARG00000098538	ENSDARG00000098538	0.5		0.3													0.8	6	4
ENSDARG00000098540	zc3h7ba	60	51	19	15	9	5	3	3	7	5	5	5	4	2	3	3	3	3
ENSDARG00000098544	ncdn	3	4	27	27	24	10	10	12	21	19	19	15	9	11	9	7	6	8
ENSDARG00000098547	ENSDARG00000098547					1	10	10	4	2	0.9	0.8	1			1	0.9	1	1
ENSDARG00000098550	ENSDARG00000098550	0.1	0.1	0.9	1	0.7	2	3	5	5	3	4	3	2	3	3	5	5	6
ENSDARG00000098551	CABZ01085700.1			0.8	0.2	0.3						0.4	1	1	2	2	4	4	4
ENSDARG00000098557	BX323564.1										0.2			0.3	0.3		0.2	0.3	0.3
ENSDARG00000098558	BX005082.1									1									
ENSDARG00000098562	ENSDARG00000098562					0.9	7	9	9	15	19	16	8	6	10	8	8	11	10
ENSDARG00000098566	si:ch73-233f7.4													0.7	0.7	0.7	0.6	2	1
ENSDARG00000098569	BX927336.1					8	12	7	4	4	2	1			0.8		0.9		
ENSDARG00000098573	sgcd										0.8	3	17	30	28	26	24	21	16
ENSDARG00000098574	srsf11	425	425	329	296	387	545	645	683	441	282	291	243	203	223	156	134	152	183
ENSDARG00000098575	BX511079.1					1	5	5	5	1	2	1		1				1	
ENSDARG00000098578	pdgfab	0.7	2	2	1	0.3				3	12	14	16	17	12	8	12	10	11
ENSDARG00000098580	ENSDARG00000098580				4	29	38	47	46	27	19	21	22	18	14	14	10	8	7
ENSDARG00000098582	ENSDARG00000098582			0.9	1	12	12	12	10	5	4	3	3	2	2	1	1	0.7	0.8
ENSDARG00000098583	wbp1	119	129	88	72	69	40	48	38	34	39	35	27	30	38	30	23	21	25
ENSDARG00000098584	ENSDARG00000098584	5	13	14	9	14	33	44	70	129	152	123	149	154	160	179	266	225	169
ENSDARG00000098586	zgc:194887								7	7	2	5	8	4	0.9	0.9	0.8	10	11
ENSDARG00000098587	CR318595.1						3	4	2	4	2	2							
ENSDARG00000098588	gchfr	13	10	5	9	2					2	2	1	4	4	4	13	23	36
ENSDARG00000098589	cyb5a	2	5	24	27	38	29	29	32	44	47	65	92	91	71	64	78	136	90
ENSDARG00000098591	tubb2b	34	25	122	137	543	1187	1709	1990	1986	2201	2494	2661	2302	2308	1761	1121	791	498
ENSDARG00000098592	zgc:92140	129	142	84	92	100	73	25	4	8	9	14	15	16	21	22	19	20	21
ENSDARG00000098596	ENSDARG00000098596										1	0.9	0.6					2	2
ENSDARG00000098597	CU570791.3												0.4	0.1	0.4	0.4	0.3	0.2	0.4
ENSDARG00000098599	ENSDARG00000098599	1	3	13	16	11	5	3	2	5	4	4	5	5	6	4	6	8	8
ENSDARG00000098600	pithd1	67	26	130	136	123	79	49	36	32	24	17	22	20	21	15	16	16	13
ENSDARG00000098603	BX914220.1					1	1	2	0.5										
ENSDARG00000098604	si:dkey-14o6.4					0.6	2	1											
ENSDARG00000098605	slx1b	7	26	78	98	36	18	16	20	15	13	15	11	11	12	9	9	9	8
ENSDARG00000098608	AL840638.1					1	7	15	17	18	15	14	9	13	19	15	22	17	22
ENSDARG00000098609	si:dkey-4c15.8	2	4	6	6	2	4	2	2			2			2	4	2	4	2
ENSDARG00000098612	chrm2a																0.6	2	2
ENSDARG00000098613	zgc:174222	1	2	1	4	5	7	6	7	6	5	4	3	2	3	2	1	2	2
ENSDARG00000098617	ENSDARG00000098617			7	13	3	6	10	9	12	2	7							
ENSDARG00000098618	erap2												0.1	0.2	0.3	0.8	2	2	2
ENSDARG00000098620	si:ch211-188p14.2								6	26	14	22	20	15	8	11	9	18	14
ENSDARG00000098622	ccne1	1313	1095	750	674	724	357	201	107	34	20	16	15	11	10	7	4	4	4
ENSDARG00000098623	si:dkey-23f9.4	187	154	98	107	44	34	38	28	17	15	13	10	10	10	9	5	5	4
ENSDARG00000098625	efna5b			3	2	3				0.7		1	2	3	2	3	4	4	4
ENSDARG00000098626	nitr12					1													
ENSDARG00000098627	gspt1l	343	416	535	501	608	721	704	657	603	491	477	371	265	250	179	162	153	140
ENSDARG00000098628	BX914214.1					1	2	7	4										
ENSDARG00000098631	CABZ01044277.1		0.4									0.4	1	1	3	7	15	23	22
ENSDARG00000098635	irf2bp2b	0.8	5	26	14	6	11	16	28	34	46	73	83	67	55	55	75	80	92
ENSDARG00000098637	ENSDARG00000098637									0.5		2	4	4	8	8	10	13	13
ENSDARG00000098638	ENSDARG00000098638						0.6	1	2	2	1	0.6	0.6				0.6	0.6	
ENSDARG00000098639	pycr1b	113	246	224	200	187	74	42	9	2	3	7	15	22	27	31	33	31	29
ENSDARG00000098640	CU984600.3					0.6	7	10	6	1		0.3	0.3	0.3	0.2	0.4	1	0.8	0.4
ENSDARG00000098641	nbeal2	0.5	0.7	4	3	2	3	4	2	1	0.5	0.7	0.8	0.6	1	0.8	1	1	1
ENSDARG00000098642	ENSDARG00000098642		6	17	20	22	15	13	2					2	3	8	17	17	18
ENSDARG00000098644	si:ch211-126j24.1	3	2	4	5	2	0.8	0.7	2	5	5	6	7	7	8	9	13	12	14
ENSDARG00000098645	rgn							0.6	2	9	7	16	36	28	13	21	27	43	40
ENSDARG00000098646	mthfd2	12	13	2	9	20	23	19	20	27	26	31	34	39	31	44	40	21	11
ENSDARG00000098647	ankdd1a	10	11	17	21	16	11	5	2	2	1	2	1	1	2	1	3	4	3
ENSDARG00000098650	iqgap3	94	130	11	10	6	6	10	12	15	16	17	20	21	20	16	7	10	6
ENSDARG00000098652	pcdh11	8	7	7	6	1	0.6	0.3	0.4	0.6	1	1	1	3	3	9	20	20	21
ENSDARG00000098654	FQ976914.1	4	7	9	8	9	3	2	0.6			0.4	0.4	0.5	0.9		0.6	0.9	1
ENSDARG00000098655	KIF1C	1	3	30	31	23	7	3	3	6	4	5	7	5	4	4	5	7	7
ENSDARG00000098657	CR788237.1							1	3	1	1	2							
ENSDARG00000098660	CU469526.1	3	5	10	10	8	8	11	17	37	32	27	16	9	12	8	8	9	9
